linelist,teff,tefferr,logg,loggerr,feh,feherr,vt,vterr,loggastero,dloggastero,loggLC,dloggLC,convergence,fixteff,fixlogg,fixfeh,fixvt,outlier,weights,model,refine,EPcrit,RWcrit,ABdiffcrit
10Leo_outlier.moog,4761,118,2.76,0.48,0.01,0.07,1.25,0.11,3.01,0.48,3.17,0.48,True,False,True,False,False,1Iter,null,kurucz95,True,0.0003,0.001,0.0033
10Leo_outlier.moog,4805,98,2.42,0.61,-0.01,0.07,1.23,0.10,2.65,0.61,2.81,0.61,True,False,False,False,False,1Iter,null,kurucz95,True,0.0003,0.001,0.0033
